,inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
320,Indoor,Airtel,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
321,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
322,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
323,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
324,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
325,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
326,Indoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
327,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
328,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
329,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
330,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
331,Indoor,VI,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
332,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
333,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
334,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
335,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
336,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
337,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
338,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
339,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
340,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
341,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
342,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
343,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
344,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
345,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
346,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
347,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
348,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
349,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
350,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
351,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
352,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
353,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
354,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
355,Outdoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
356,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
357,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
358,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
359,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
360,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
361,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
362,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
363,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
364,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
365,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
366,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
367,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
368,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
369,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
370,Indoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
371,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
372,Indoor,VI,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
373,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
374,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
375,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
376,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
377,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
378,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
379,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
380,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
381,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
382,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
383,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
384,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
385,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
386,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
387,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
388,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
389,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
390,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
391,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
392,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
393,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
394,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
395,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
396,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
397,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
398,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
399,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
400,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
401,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
402,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
403,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
404,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
405,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
406,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
407,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
408,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
409,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
410,Indoor,BSNL,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
411,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
412,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
413,Outdoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
414,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
415,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
416,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
417,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
418,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
419,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
420,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
421,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
422,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
423,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
424,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
425,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
426,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
427,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
428,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
429,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
430,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
431,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
432,Indoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
433,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
434,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
435,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
436,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
437,Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
438,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
439,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
440,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
441,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
442,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
443,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
444,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
445,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
446,Outdoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
447,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
448,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
449,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
450,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
451,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
452,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
453,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
454,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
455,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
456,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
457,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
458,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
459,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
460,Outdoor,BSNL,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
461,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
462,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
463,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
464,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
465,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
466,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
467,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
468,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
469,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
470,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
471,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
472,Indoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
473,Indoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
474,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
475,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
476,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
477,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
478,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
479,Outdoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
480,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
481,Travelling,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
482,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
483,Indoor,Airtel,2G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
484,Indoor,Airtel,2G,4,Satisfactory,12.9357207,77.6946831,NA ,12,2021
485,Indoor,RJio,4G,4,Satisfactory,20.90827514,77.75061155,NA ,12,2021
486,Indoor,VI,Unknown,5,Satisfactory,26.20578474,78.18940034,NA ,12,2021
487,Indoor,VI,Unknown,5,Satisfactory,26.20578474,78.18940034,NA ,12,2021
488,Indoor,VI,4G,5,Satisfactory,26.20578474,78.18940034,NA ,12,2021
489,Indoor,Airtel,Unknown,4,Satisfactory,12.9357557,77.6946474,NA ,12,2021
490,Indoor,VI,4G,1,Call Dropped,18.98609,73.12942,NA ,12,2021
491,Indoor,Airtel,Unknown,2,Poor Voice Quality,18.45206816,73.8513356,NA ,12,2021
492,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
493,Travelling,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
494,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
495,Indoor,VI,4G,5,Satisfactory,26.20574367,78.1894443,NA ,12,2021
496,Indoor,VI,4G,5,Satisfactory,26.20574367,78.1894443,NA ,12,2021
497,Indoor,VI,4G,5,Satisfactory,26.2057443,78.1894472,NA ,12,2021
498,Indoor,VI,4G,5,Satisfactory,18.98609,73.12942,NA ,12,2021
499,Indoor,VI,4G,5,Satisfactory,23.1638035,77.4461602,NA ,12,2021
500,Indoor,VI,4G,3,Poor Voice Quality,21.11922526,79.069061,NA ,12,2021
501,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
502,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
503,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
504,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
505,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
506,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
507,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
508,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
509,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
510,Indoor,VI,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
511,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
512,Indoor,VI,Unknown,5,Satisfactory,22.767661,75.8691903,NA ,12,2021
513,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
514,Indoor,BSNL,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
515,Indoor,Airtel,4G,4,Satisfactory,21.18478011,72.8079541,NA ,12,2021
516,Indoor,VI,4G,5,Satisfactory,23.1886623,77.4336856,NA ,12,2021
517,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
518,Indoor,BSNL,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
519,Indoor,Airtel,4G,4,Satisfactory,12.9357312,77.6946051,NA ,12,2021
520,Indoor,BSNL,3G,4,Satisfactory,31.5453232,76.8989377,NA ,12,2021
521,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
522,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
523,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
524,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
525,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
526,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
527,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
528,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
529,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
530,Outdoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
531,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
532,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
533,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
534,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
535,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
536,Outdoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
537,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
538,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
539,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
540,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
541,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
542,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
543,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
544,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
545,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
546,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
547,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
548,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
549,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
550,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
551,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
552,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
553,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
554,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
555,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
556,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
557,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
558,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
559,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
560,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
561,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
562,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
563,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
564,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
565,Outdoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
566,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
567,Indoor,BSNL,3G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
568,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
569,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
570,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
571,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
572,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
573,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
574,Outdoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
575,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
576,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
577,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
578,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
579,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
580,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
581,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
582,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
583,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
584,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
585,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
586,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
587,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
588,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
589,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
590,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
591,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
592,Outdoor,Airtel,4G,2,Call Dropped,-1.0,-1.0,NA ,11,2021
593,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
594,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
595,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
596,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
597,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
598,Indoor,BSNL,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
599,Indoor,BSNL,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
600,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
601,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
602,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
603,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
604,Indoor,VI,2G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
605,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
606,Travelling,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
607,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
608,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
609,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
610,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
611,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
612,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
613,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
614,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
615,Indoor,VI,2G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
616,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
617,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
618,Indoor,VI,2G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
619,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
620,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
621,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
622,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
623,Indoor,RJio,4G,2,Call Dropped,-1.0,-1.0,NA ,11,2021
624,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
625,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
626,Indoor,VI,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
627,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
628,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
629,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
630,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
631,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
632,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
633,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
634,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
635,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
636,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
637,Indoor,RJio,4G,2,Poor Voice Quality,0.0,0.0,NA ,11,2021
638,Outdoor,RJio,4G,5,Satisfactory,0.0,0.0,NA ,11,2021
639,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
640,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
641,Travelling,Airtel,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
642,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
643,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
644,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
645,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
646,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
